city,latitude,longitude,Country,Temperature,Humidity,Cloud Level,Wind Speed,Air Pressure,Date
Sangmélima,2.9333,11.9833,CM,22.87,72.0,51.0,1.4,1009.0,1647457781.0
Ekhabi,53.5102,142.9671,RU,-6.8,93.0,100.0,3.51,1024.0,1647457783.0
Bourail,-21.5667,165.4833,NC,24.97,90.0,100.0,1.88,1011.0,1647457784.0
Turan,16.0678,108.2208,VN,23.99,88.0,75.0,1.54,1008.0,1647457786.0
San Quintín,30.4833,-115.95,MX,18.12,71.0,0.0,8.43,1016.0,1647457788.0
Jamestown,42.097,-79.2353,US,15.85,40.0,100.0,4.47,1019.0,1647457776.0
Nome,64.5011,-165.4064,US,-15.96,60.0,0.0,1.54,1007.0,1647457791.0
San Cristobal,7.7669,-72.225,VE,25.1,48.0,67.0,2.56,1011.0,1647457793.0
Dingle,10.9995,122.6711,PH,25.21,89.0,99.0,2.76,1007.0,1647457795.0
sentyabrskiy,,,,,,,,,
barentsburg,,,,,,,,,
Krasnoarmeysk,51.0239,45.6969,RU,-8.43,94.0,100.0,9.57,1024.0,1647457601.0
taolanaro,,,,,,,,,
Mīnāb,27.1467,57.0801,IR,26.3,41.0,0.0,2.17,1009.0,1647457802.0
Dikson,73.5069,80.5464,RU,-14.98,98.0,100.0,7.25,1018.0,1647457804.0
Fortuna,40.5982,-124.1573,US,11.34,81.0,75.0,3.6,1027.0,1647457806.0
Upernavik,72.7868,-56.1549,GL,-24.57,78.0,100.0,1.52,991.0,1647457749.0
Hithadhoo,-0.6,73.0833,MV,28.92,72.0,100.0,3.79,1010.0,1647457710.0
Lebu,-37.6167,-73.65,CL,16.73,77.0,100.0,4.41,1014.0,1647457810.0
East Haven,41.2762,-72.8684,US,14.1,62.0,0.0,4.12,1020.0,1647457812.0
Bluff,-46.6,168.3333,NZ,7.11,88.0,72.0,6.27,1027.0,1647457814.0
Hong Gai,20.956,107.0946,VN,22.95,95.0,100.0,1.22,1008.0,1647457816.0
Chokurdakh,70.6333,147.9167,RU,-28.79,97.0,50.0,4.37,1033.0,1647457818.0
Vestmannaeyjar,63.4427,-20.2734,IS,1.96,62.0,100.0,14.62,995.0,1647457820.0
Skjervøy,70.0311,20.9714,NO,0.0,62.0,100.0,8.16,1018.0,1647457822.0
Vao,-22.6667,167.4833,NC,26.57,82.0,100.0,3.5,1011.0,1647457824.0
Kitimat,54.0524,-128.6534,CA,6.62,49.0,100.0,0.45,1016.0,1647457826.0
Dedovichi,57.5517,29.9502,RU,-4.07,94.0,10.0,1.15,1039.0,1647457827.0
amderma,,,,,,,,,
Cabo San Lucas,22.8909,-109.9124,MX,27.18,44.0,20.0,3.09,1016.0,1647457778.0
Bukachacha,52.9833,116.9167,RU,-24.89,94.0,11.0,1.41,1035.0,1647457832.0
Puerto Ayora,-0.7393,-90.3518,EC,28.64,83.0,91.0,2.68,1010.0,1647457834.0
jarjis,,,,,,,,,
Lompoc,34.6391,-120.4579,US,19.88,52.0,0.0,6.69,1020.0,1647457837.0
Erzin,36.9559,36.2,TR,3.84,76.0,4.0,1.6,1026.0,1647457839.0
Auki,-8.7676,160.7034,SB,24.6,86.0,100.0,1.97,1010.0,1647457664.0
Henties Bay,-22.116,14.2845,NA,17.28,81.0,0.0,3.11,1013.0,1647457842.0
Rocha,-34.4833,-54.3333,UY,29.24,37.0,0.0,3.97,1012.0,1647457758.0
Aklavik,68.2191,-135.0107,CA,-25.44,90.0,8.0,1.69,1014.0,1647457845.0
Comodoro Rivadavia,-45.8667,-67.5,AR,22.92,31.0,0.0,11.83,995.0,1647457636.0
Aldan,58.6031,125.3894,RU,-20.72,100.0,100.0,1.37,1031.0,1647457848.0
East London,-33.0153,27.9116,ZA,20.0,70.0,100.0,2.75,1020.0,1647457850.0
Araouane,18.9048,-3.5265,ML,25.97,15.0,0.0,3.55,1011.0,1647457852.0
Hurghada,27.2574,33.8129,EG,13.71,39.0,0.0,6.12,1024.0,1647457854.0
Bingöl,38.8847,40.4939,TR,-12.01,86.0,6.0,2.67,1032.0,1647457856.0
Nogales,31.3086,-110.9422,MX,25.7,6.0,0.0,7.2,1015.0,1647457451.0
Klaksvík,62.2266,-6.589,FO,5.51,75.0,93.0,11.85,1012.0,1647457859.0
Smithers,54.7804,-127.1743,CA,3.4,76.0,100.0,1.13,1017.0,1647457464.0
Rawson,-43.3002,-65.1023,AR,27.27,23.0,0.0,1.35,997.0,1647457862.0
Souillac,-20.5167,57.5167,MU,27.21,89.0,40.0,1.03,1012.0,1647457864.0
Port Macquarie,-31.4333,152.9167,AU,17.72,94.0,38.0,2.49,1017.0,1647457866.0
Zelenets,61.8849,50.7489,RU,-9.77,94.0,100.0,2.74,1039.0,1647457868.0
Mahon,39.8885,4.2658,ES,14.31,88.0,40.0,7.2,1013.0,1647457870.0
Bambous Virieux,-20.3428,57.7575,MU,27.14,89.0,40.0,1.03,1012.0,1647457872.0
Lorengau,-2.0226,147.2712,PG,27.88,79.0,100.0,4.56,1007.0,1647457873.0
Tautira,-17.7333,-149.15,PF,27.11,67.0,92.0,1.02,1015.0,1647457767.0
Ambovombe,-25.1667,46.0833,MG,23.83,92.0,6.0,1.67,1010.0,1647457877.0
Santa Cruz de la Sierra,-17.8,-63.1667,BO,33.03,33.0,20.0,2.57,1009.0,1647457733.0
Carmo do Paranaíba,-19.0008,-46.3161,BR,24.8,67.0,92.0,2.62,1011.0,1647457880.0
Vangaindrano,-23.35,47.6,MG,24.27,91.0,9.0,1.71,1011.0,1647457882.0
Egvekinot,66.3167,-179.1667,RU,-22.17,68.0,1.0,4.12,1022.0,1647457884.0
Yangi Marg`ilon,40.4272,71.7189,UZ,9.4,87.0,75.0,4.12,1014.0,1647457886.0
Kumul,42.8,93.45,CN,8.28,38.0,100.0,4.73,1015.0,1647457887.0
Hokitika,-42.7167,170.9667,NZ,11.96,71.0,6.0,3.11,1024.0,1647457889.0
haibowan,,,,,,,,,
Airai,-8.9266,125.4092,TL,15.51,93.0,30.0,0.46,1009.0,1647457892.0
George Town,5.4112,100.3354,MY,25.96,89.0,20.0,1.54,1007.0,1647457212.0
Hermanus,-34.4187,19.2345,ZA,18.22,74.0,0.0,6.17,1019.0,1647457895.0
Umluj,25.0213,37.2685,SA,18.53,22.0,0.0,9.5,1020.0,1647457897.0
Jumla,29.2747,82.1838,NP,9.16,38.0,0.0,1.97,1017.0,1647457899.0
Roald,62.5833,6.1333,NO,7.06,81.0,75.0,5.14,1020.0,1647457901.0
Phang Nga,8.4509,98.5298,TH,26.02,86.0,82.0,0.96,1007.0,1647457903.0
Hisar,29.1667,75.7167,IN,25.79,23.0,9.0,2.88,1005.0,1647457905.0
Nikolskoye,59.7035,30.7861,RU,0.71,88.0,98.0,1.66,1039.0,1647457906.0
Tegul'det,57.3064,88.1667,RU,-15.87,99.0,96.0,1.8,1029.0,1647457908.0
Margate,51.3813,1.3862,GB,10.8,85.0,100.0,2.24,1018.0,1647457910.0
Huaicheng,23.9051,112.1931,CN,21.11,91.0,100.0,0.78,1009.0,1647457912.0
ngukurr,,,,,,,,,
Sakakah,29.9697,40.2064,SA,8.18,21.0,0.0,2.3,1025.0,1647457750.0
Tura,25.5198,90.2201,IN,22.6,30.0,0.0,1.24,1007.0,1647457916.0
illoqqortoormiut,,,,,,,,,
Loandjili,-4.7561,11.8578,CG,26.23,82.0,42.0,3.85,1009.0,1647457919.0
Selma,36.5708,-119.6121,US,17.97,63.0,0.0,5.0,1021.0,1647457921.0
Honningsvåg,70.9821,25.9704,NO,-1.14,74.0,0.0,12.86,1019.0,1647457923.0
San Patricio,28.017,-97.5169,US,25.14,33.0,0.0,4.13,1016.0,1647457925.0
La Santisima Trinidad,-14.8333,-64.9,BO,30.79,47.0,58.0,1.43,1008.0,1647457927.0
Berdigestyakh,62.0989,126.6992,RU,-23.04,99.0,100.0,0.63,1034.0,1647457929.0
Castro,-24.7911,-50.0119,BR,20.16,90.0,98.0,3.15,1013.0,1647457679.0
Esperance,-33.8667,121.9,AU,18.76,91.0,0.0,3.15,1016.0,1647457932.0
Pangnirtung,66.1451,-65.7125,CA,-22.88,95.0,100.0,1.26,990.0,1647457934.0
Itaituba,-4.2761,-55.9836,BR,27.9,86.0,32.0,1.36,1007.0,1647457936.0
Saint George,37.1041,-113.5841,US,19.79,33.0,0.0,2.24,1015.0,1647457938.0
Fort Myers Beach,26.452,-81.9481,US,27.94,78.0,75.0,6.69,1015.0,1647457736.0
Ponta do Sol,32.6667,-17.1,PT,17.01,67.0,41.0,2.54,1025.0,1647457941.0
Kui Buri,12.0828,99.8543,TH,25.04,89.0,100.0,2.34,1007.0,1647457943.0
Katobu,-4.9408,122.5276,ID,23.56,95.0,89.0,0.18,1006.0,1647457945.0
Hilo,19.7297,-155.09,US,24.21,85.0,100.0,5.66,1021.0,1647457947.0
Sisimiut,66.9395,-53.6735,GL,-20.13,77.0,39.0,3.11,991.0,1647457948.0
Mayo,38.8876,-76.5119,US,19.64,46.0,0.0,4.12,1011.0,1647457950.0
Saint Anthony,45.0205,-93.218,US,11.74,51.0,0.0,3.6,1007.0,1647457952.0
Sistranda,63.7256,8.834,NO,7.98,73.0,100.0,0.38,1021.0,1647457954.0
Adrar,20.5022,-10.0711,MR,21.11,22.0,0.0,4.29,1014.0,1647457956.0
Les Cayes,18.2,-73.75,HT,29.06,56.0,5.0,6.38,1015.0,1647457958.0
belushya guba,,,,,,,,,
Tiksi,71.6872,128.8694,RU,-25.15,97.0,100.0,3.69,1029.0,1647457961.0
Alofi,-19.0595,-169.9187,NU,27.39,74.0,99.0,4.0,1014.0,1647457962.0
lolua,,,,,,,,,
Guéret,46.1667,1.8667,FR,10.49,90.0,100.0,1.08,1020.0,1647457965.0
Uvat,59.1433,68.8953,RU,-7.5,92.0,100.0,3.87,1031.0,1647457967.0
Sinnamary,5.3833,-52.95,GF,26.12,85.0,76.0,6.09,1010.0,1647457969.0
Stephenville,32.2207,-98.2023,US,25.69,21.0,0.0,5.66,1015.0,1647457746.0
saleaula,,,,,,,,,
Shetpe,44.1667,52.1167,KZ,-0.68,84.0,100.0,5.64,1023.0,1647457973.0
Bozhou,33.8772,115.7703,CN,7.7,85.0,100.0,9.35,1017.0,1647457975.0
Ostrovnoy,68.0531,39.5131,RU,-2.42,76.0,4.0,5.92,1029.0,1647457977.0
Narsaq,60.9167,-46.05,GL,-11.88,69.0,57.0,1.71,990.0,1647457979.0
Alamosa,37.4695,-105.87,US,13.99,19.0,20.0,6.17,1014.0,1647457981.0
Avarua,-21.2078,-159.775,CK,27.03,78.0,0.0,1.54,1015.0,1647457983.0
Djambala,-2.5447,14.7533,CG,20.65,91.0,91.0,2.46,1010.0,1647457985.0
Laguna,38.421,-121.4238,US,17.97,61.0,0.0,4.63,1023.0,1647457987.0
Nālūt,30.3333,10.85,LY,17.5,15.0,34.0,7.84,1016.0,1647457988.0
Matara,5.9485,80.5353,LK,25.72,88.0,100.0,3.74,1009.0,1647457990.0
Beringovskiy,63.05,179.3167,RU,-24.76,91.0,14.0,2.95,1022.0,1647457992.0
Wanning,18.8003,110.3967,CN,21.64,93.0,11.0,1.39,1009.0,1647457994.0
karakendzha,,,,,,,,,
Quang Ngai,15.1167,108.8,VN,21.0,94.0,16.0,1.82,1008.0,1647457997.0
Hasaki,35.7333,140.8333,JP,8.22,60.0,79.0,4.88,1015.0,1647457999.0
Bengkulu,-3.8004,102.2655,ID,25.16,86.0,100.0,1.78,1007.0,1647458001.0
Abhā,18.2164,42.5053,SA,13.14,88.0,0.0,2.06,1023.0,1647457940.0
Batemans Bay,-35.7167,150.1833,AU,18.94,95.0,86.0,1.62,1017.0,1647458004.0
Faanui,-16.4833,-151.75,PF,27.42,65.0,5.0,2.41,1015.0,1647458006.0
Vila Franca do Campo,37.7167,-25.4333,PT,17.33,62.0,100.0,3.11,1032.0,1647458008.0
Mogadishu,2.0371,45.3438,SO,26.05,81.0,6.0,8.44,1008.0,1647458010.0
Shimoda,34.6667,138.95,JP,11.72,69.0,59.0,2.45,1015.0,1647458011.0
Mahébourg,-20.4081,57.7,MU,27.16,89.0,40.0,1.03,1012.0,1647458013.0
Zaozyornoye,45.1582,33.2787,UA,0.27,64.0,7.0,6.96,1029.0,1647458015.0
Provideniya,64.3833,-173.3,RU,-16.02,75.0,3.0,2.6,1015.0,1647458017.0
Saint Paul Harbor,57.79,-152.4072,US,3.73,93.0,100.0,2.57,983.0,1647457820.0
Stettler,52.3168,-112.7186,CA,1.86,79.0,11.0,4.53,1014.0,1647457474.0
Naze,28.3667,129.4833,JP,18.05,90.0,100.0,3.77,1015.0,1647458021.0
Novi Ligure,44.7608,8.7896,IT,11.51,39.0,100.0,2.05,1023.0,1647458023.0
Port Lincoln,-34.7333,135.8667,AU,18.64,83.0,91.0,3.21,1012.0,1647458025.0
Sumter,28.7086,-82.0831,US,26.38,71.0,91.0,5.52,1015.0,1647457869.0
Clyde River,70.4692,-68.5914,CA,-27.87,69.0,100.0,0.0,984.0,1647458028.0
Batagay,67.6333,134.6333,RU,-33.18,99.0,47.0,1.14,1037.0,1647458030.0
Shirochanskoye,46.6497,38.3978,RU,-2.16,63.0,100.0,6.41,1029.0,1647458031.0
Roxana,10.2753,-83.7513,CR,32.24,45.0,52.0,3.32,1011.0,1647458033.0
Lüderitz,-26.6481,15.1594,NA,18.8,75.0,100.0,6.85,1011.0,1647458035.0
Santa Maria,-29.6842,-53.8069,BR,29.6,49.0,56.0,3.32,1010.0,1647458037.0
Mocuba,-16.8392,36.9856,MZ,22.92,99.0,100.0,1.71,1009.0,1647458039.0
Vostok,46.4856,135.8833,RU,-6.49,95.0,100.0,2.43,1019.0,1647458041.0
Vásárosnamény,48.1333,22.3167,HU,4.91,88.0,30.0,0.52,1026.0,1647458043.0
Gbadolite,4.2833,21.0167,CD,27.59,24.0,100.0,1.94,1006.0,1647458045.0
Nyimba,-14.5566,30.8149,ZM,21.52,94.0,100.0,1.66,1010.0,1647458047.0
Saldanha,-33.0117,17.9442,ZA,17.98,82.0,0.0,7.64,1015.0,1647458048.0
Betong,5.7743,101.0723,TH,22.0,99.0,80.0,0.76,1008.0,1647458050.0
Beijing,39.9075,116.3972,CN,3.83,21.0,100.0,3.61,1029.0,1647458052.0
Iracoubo,5.4802,-53.2011,GF,25.87,85.0,99.0,5.97,1010.0,1647458054.0
mys shmidta,,,,,,,,,
Kilindoni,-7.9139,39.6668,TZ,27.79,75.0,11.0,6.44,1008.0,1647458057.0
Grabouw,-34.1515,19.0151,ZA,18.18,71.0,0.0,4.19,1018.0,1647458059.0
Port Hardy,50.6996,-127.4199,CA,7.46,79.0,100.0,6.29,1023.0,1647458061.0
Seoul,37.5683,126.9778,KR,7.66,53.0,100.0,1.4,1019.0,1647458008.0
Coyhaique,-45.5752,-72.0662,CL,14.97,41.0,75.0,5.14,1000.0,1647457807.0
Tuktoyaktuk,69.4541,-133.0374,CA,-26.32,91.0,25.0,6.13,1012.0,1647458065.0
huazolotitlan,,,,,,,,,
Praia,14.9215,-23.5087,CV,21.3,64.0,40.0,10.29,1014.0,1647458069.0
Doha,25.2867,51.5333,QA,18.99,52.0,0.0,8.23,1013.0,1647457956.0
Bethel,41.3712,-73.414,US,16.28,46.0,0.0,4.92,1019.0,1647457809.0
Soanierana Ivongo,-16.9167,49.5833,MG,25.54,90.0,97.0,0.51,1011.0,1647458073.0
Omboué,-1.5746,9.2618,GA,26.1,88.0,61.0,3.41,1009.0,1647458075.0
Kaitangata,-46.2817,169.8464,NZ,11.09,86.0,100.0,4.31,1028.0,1647458077.0
Newport,51.5877,-2.9984,GB,6.92,75.0,56.0,1.34,1016.0,1647458078.0
Kaeo,-35.1,173.7833,NZ,17.4,92.0,98.0,3.12,1019.0,1647458080.0
Vaitape,-16.5167,-151.75,PF,27.42,65.0,5.0,2.36,1015.0,1647458082.0
Galveston,29.3669,-94.9669,US,23.5,54.0,0.0,4.63,1017.0,1647458084.0
Salalah,17.0151,54.0924,OM,26.05,78.0,0.0,1.03,1012.0,1647458086.0
Kloulklubed,7.0419,134.2556,PW,25.28,77.0,25.0,6.56,1007.0,1647458088.0
Aksarka,66.5606,67.7975,RU,-16.98,95.0,18.0,0.79,1026.0,1647458089.0
Itarema,-2.9248,-39.9167,BR,26.6,84.0,100.0,3.55,1009.0,1647457918.0
Kenai,60.5544,-151.2583,US,-1.61,81.0,75.0,10.29,988.0,1647458092.0
São Filipe,14.8961,-24.4956,CV,21.33,74.0,17.0,5.57,1014.0,1647458094.0
Kyabé,9.4515,18.9449,TD,29.66,13.0,16.0,2.57,1008.0,1647458096.0
Pringsewu,-5.3582,104.9744,ID,23.46,96.0,100.0,1.41,1007.0,1647458098.0
Norden,53.6,7.2,DE,10.02,75.0,8.0,8.18,1023.0,1647458100.0
Codrington,-38.2667,141.9667,AU,18.61,90.0,63.0,3.84,1012.0,1647458102.0
artyk,,,,,,,,,
tumannyy,,,,,,,,,
Inhambane,-23.865,35.3833,MZ,24.99,94.0,40.0,4.12,1012.0,1647458106.0
Bari,41.1177,16.8512,IT,10.98,81.0,0.0,2.57,1024.0,1647458109.0
Houma,29.5958,-90.7195,US,20.39,62.0,40.0,2.57,1016.0,1647458111.0
Māngrol,21.1167,70.1167,IN,25.23,68.0,4.0,4.18,1009.0,1647458112.0
St. George's,12.0564,-61.7485,GD,29.82,54.0,20.0,11.32,1012.0,1647458034.0
Cervignano del Friuli,45.8211,13.3381,IT,9.43,83.0,6.0,1.03,1025.0,1647458116.0
Ocean City,39.2776,-74.5746,US,17.41,52.0,3.0,0.89,1018.0,1647458118.0
Bela,25.9333,81.9833,IN,24.21,33.0,0.0,2.4,1004.0,1647458119.0
Talnakh,69.4865,88.3972,RU,-23.47,92.0,99.0,2.48,1025.0,1647458121.0
Constantine,36.365,6.6147,DZ,14.67,35.0,100.0,3.09,1013.0,1647458123.0
Dali,25.7,100.1833,CN,11.91,59.0,0.0,2.36,1010.0,1647458125.0
Mehamn,71.0357,27.8492,NO,-1.05,75.0,2.0,7.8,1020.0,1647458127.0
Srandakan,-7.9386,110.2506,ID,24.38,90.0,100.0,1.57,1007.0,1647458129.0
Tagusao,9.1924,117.8141,PH,26.61,84.0,9.0,1.94,1007.0,1647458131.0
Saskylakh,71.9167,114.0833,RU,-30.92,99.0,72.0,2.85,1025.0,1647458132.0
Mataram,-8.5833,116.1167,ID,24.45,90.0,14.0,1.53,1008.0,1647458134.0
bokspits,,,,,,,,,
Yaya,56.206,86.44,RU,-15.13,98.0,94.0,2.57,1031.0,1647458137.0
erhlin,,,,,,,,,
Kahului,20.8947,-156.47,US,27.01,61.0,20.0,7.15,1020.0,1647458141.0
Meulaboh,4.1363,96.1285,ID,23.53,96.0,100.0,3.56,1007.0,1647458143.0
São José da Coroa Grande,-8.8978,-35.1478,BR,27.87,76.0,100.0,3.58,1010.0,1647458145.0
tabiauea,,,,,,,,,
attawapiskat,,,,,,,,,
Sur,22.5667,59.5289,OM,27.86,41.0,7.0,1.87,1009.0,1647458149.0
Sirte,31.2089,16.5887,LY,15.96,47.0,4.0,7.66,1023.0,1647458151.0
Port Hedland,-20.3167,118.5667,AU,28.03,78.0,55.0,2.57,1006.0,1647458153.0
Sola,-13.8833,167.55,VU,27.33,75.0,100.0,0.72,1010.0,1647458155.0
Sorong,-0.8833,131.25,ID,26.25,85.0,14.0,3.5,1006.0,1647458157.0
Tilichiki,60.4667,166.1,RU,-21.14,92.0,7.0,3.38,1026.0,1647458158.0
Ilulissat,69.2167,-51.1,GL,-18.99,46.0,20.0,4.12,989.0,1647458160.0
Yokadouma,3.5167,15.05,CM,25.0,44.0,8.0,1.38,1007.0,1647458162.0
Kavaratti,10.5669,72.642,IN,28.59,68.0,7.0,4.37,1009.0,1647458164.0
Tessalit,20.1986,1.0114,ML,29.28,9.0,71.0,3.21,1010.0,1647458022.0
Trairi,-3.2778,-39.2689,BR,27.93,75.0,96.0,2.54,1009.0,1647457733.0
Kiruna,67.8557,20.2251,SE,-15.47,97.0,42.0,1.77,1027.0,1647458169.0
Storslett,69.7678,21.0247,NO,0.0,59.0,0.0,3.09,1019.0,1647458170.0
nizhneyansk,,,,,,,,,
tir pol,,,,,,,,,
Mount Gambier,-37.8333,140.7667,AU,16.92,94.0,2.0,2.05,1012.0,1647458175.0
kamenskoye,,,,,,,,,
Kodinsk,58.6881,99.1844,RU,-14.0,98.0,100.0,1.2,1026.0,1647458178.0
Vila Velha,-20.3297,-40.2925,BR,28.86,70.0,40.0,5.14,1014.0,1647458180.0
Carnarvon,-24.8667,113.6333,AU,24.04,69.0,100.0,6.69,1012.0,1647458182.0
Novyy Urgal,51.0736,132.5642,RU,-6.92,97.0,100.0,0.98,1016.0,1647458184.0
Port-Gentil,-0.7193,8.7815,GA,27.82,76.0,78.0,4.21,1009.0,1647458186.0
Port Blair,11.6667,92.75,IN,27.57,78.0,100.0,1.01,1007.0,1647458071.0
Urucará,-2.5364,-57.76,BR,30.79,60.0,79.0,1.77,1007.0,1647458189.0
Bozüyük,39.9078,30.0367,TR,-0.81,67.0,100.0,0.84,1023.0,1647458191.0
Ngorongoro,-3.2397,35.4875,TZ,14.17,77.0,96.0,0.75,1012.0,1647458193.0
Thompson,55.7435,-97.8558,CA,-5.91,63.0,75.0,1.54,1007.0,1647458109.0
Zavitinsk,50.1167,129.45,RU,-18.4,97.0,62.0,3.25,1021.0,1647458196.0
Grootfontein,-19.5667,18.1167,NA,19.68,41.0,11.0,2.52,1011.0,1647458198.0
Bud,39.447,-86.1758,US,20.98,36.0,10.0,4.31,1015.0,1647458200.0
Warrnambool,-38.3833,142.4833,AU,18.78,87.0,99.0,4.39,1012.0,1647458202.0
Tunduma,-9.3,32.7667,TZ,15.59,93.0,100.0,1.02,1012.0,1647458203.0
Krasnosel'kup,65.7,82.4667,RU,-17.5,100.0,96.0,2.69,1019.0,1647458205.0
Jacksonville Beach,30.2947,-81.3931,US,25.97,65.0,75.0,7.72,1014.0,1647458207.0
